rainfall_1h,rainfall_3h,rainfall_6h,recent_rainfall_intensity,elevation,slope,distance_to_drain,distance_to_road,distance_to_infra,population_total,critical_infra_flag,flood_severity
22.3,49.1,68.0,11.333333333333334,0.0,0.0,2494.156959869489,4.126586266285507,22.53031144722001,582320,1,Low
81.66,137.44,191.15,31.85833333333333,0.0,0.0,2303.605574879712,20.97364483477532,149.2273663138877,142004,0,High
16.4,36.7,52.7,8.783333333333333,0.0,0.0,2620.854832391597,13.422153931335172,143.25897807929957,582320,1,Low
50.6,138.4,183.1,30.516666666666666,0.0,0.0,2640.095107563252,3.982697774099512,68.1049186172184,582320,1,High
61.62,98.72,128.97,21.495,0.0,0.0,6050.698525607239,13.135522228844875,273.0626537048891,887978,0,High
38.6,91.2,141.6,23.6,0.0,0.0,2926.043815801636,7.569933368155174,96.28497009344966,582320,1,Medium
74.62,180.38,261.64,43.60666666666666,0.0,0.0,6617.083376007067,712.1211922038897,315.48438463557363,2241624,1,Medium
15.5,38.9,58.4,9.733333333333333,0.0,0.0,2127.7708649380456,38.96559725442774,145.86161981277604,582320,0,Low
2.2,5.0,7.9,1.3166666666666669,0.0,0.0,3095.7976718357604,11.98317171443685,98.56622932413144,142004,1,Low
29.1,83.1,120.0,20.0,0.0,0.0,2784.1907508567947,32.091286993637254,137.92863700987607,582320,1,Medium
34.7,95.9,149.8,24.96666666666667,0.0,0.0,2992.998776402135,16.51978029923498,28.244217599584715,582320,0,Medium
57.0,137.7,185.6,30.933333333333334,0.0,0.0,2728.3988912858954,27.878478959314595,229.90224502876936,582320,0,High
22.9,46.3,73.6,12.266666666666666,0.0,0.0,2588.2980071844754,0.9398066187572828,110.0242802210053,582320,0,Low
22.0,60.3,92.4,15.4,0.0,0.0,2612.4084157009606,4.420053457284165,150.03472397675816,582320,1,Low
19.9,40.2,57.9,9.65,0.0,0.0,2035.6556712460583,16.86114530440821,269.32990524450577,582320,1,Low
62.27,96.14,148.15,24.691666666666663,0.0,0.0,10408.022043943633,612.9931782043255,153.15495228810457,887978,0,High
33.8,72.5,99.5,16.583333333333332,0.0,0.0,2825.2916928268346,4.640558522539796,0.8491505054783158,582320,0,Low
13.3,30.9,42.3,7.05,0.0,0.0,3196.125934624556,76.53349157355255,0.3296370020233468,582320,1,Low
51.76,107.92,171.96,28.66,0.0,0.0,7189.824275407682,58.98089742992638,702.4060711489028,887978,0,Low
5.2,10.5,16.7,2.783333333333333,0.0,0.0,3441.020129218907,48.19012573498158,45.95413907417934,582320,0,Low
53.34,104.87,131.79,21.965,0.0,0.0,4340.45755542144,47.78324603349359,6.372673047590512,1709346,1,Low
20.9,55.7,74.9,12.483333333333334,0.0,0.0,2857.1490372305834,14.763682419414454,9.30541340494478,582320,1,Low
44.0,112.7,178.2,29.7,0.0,0.0,2898.303145883313,46.57133564950152,139.56094873721057,582320,1,High
57.1,133.0,175.0,29.166666666666668,0.0,0.0,2105.220132355774,3.396830943534757,231.3181018980182,582320,0,High
45.3,106.8,150.9,25.15,0.0,0.0,3246.736908371412,26.60779165520879,54.518496773630325,582320,0,Medium
29.31,70.21,114.18,19.03,0.0,0.0,10250.13432774576,2700.987639130408,764.3302454425083,887978,1,High
67.77,157.96,211.03,35.17166666666667,0.0,0.0,8895.144966380834,1912.220602567924,323.2931105043861,2241624,1,High
13.1,32.7,44.3,7.383333333333333,0.0,0.0,1938.149233875737,6.768257897097254,330.0652324771748,582320,1,Low
2.1,5.7,7.4,1.2333333333333334,0.0,0.0,3827.440554484043,24.357403626572346,80.1448059724045,142004,0,Low
7.97,22.81,52.93,8.821666666666667,0.0,0.0,1767.110347828847,14.25539858708635,309.51807285078576,142004,0,High
6.5,18.2,24.7,4.116666666666666,0.0,0.0,2997.465149350953,0.9693572438640674,0.3281334878802465,582320,1,Low
16.5,42.1,59.8,9.966666666666669,0.0,0.0,3439.69359133532,79.3701969438036,108.83885655186916,582320,0,Low
35.1,85.4,126.1,21.016666666666666,0.0,0.0,2523.6957725735,10.989640456630166,59.66783069058405,582320,1,Medium
66.7,133.7,183.2,30.53333333333333,0.0,0.0,2751.7878370172057,5.969298121472648,27.35658455669657,582320,0,High
10.77,22.92,29.98,4.996666666666667,0.0,0.0,2598.486332832057,1.9550701664798624,163.38084850320567,2241624,1,Medium
7.2,16.5,22.4,3.733333333333333,0.0,0.0,2497.6591902948894,8.922197818604701,36.79854120138077,582320,0,Low
42.9,86.1,135.2,22.53333333333333,0.0,0.0,943.9891269046136,26.674205279984218,19.49481277776583,887978,1,High
2.9,7.5,11.3,1.8833333333333333,0.0,0.0,2726.086496993012,25.26832776358112,164.57791596082322,582320,0,Low
57.4,126.0,195.1,32.516666666666666,0.0,0.0,2965.226604524006,20.65648690661024,195.71526095416075,582320,0,High
39.4,84.6,128.6,21.433333333333334,0.0,0.0,1833.9347948162888,5.686717991881517,359.2989727828938,582320,0,Medium
66.3,156.64,229.21,38.20166666666667,0.0,0.0,2747.7611121861705,230.25943184430304,360.1585095870646,582320,0,High
13.19,27.11,32.55,5.425,0.0,0.0,5070.9563838355225,378.1436488792508,37.4946421474795,887978,0,Low
13.1,30.7,42.8,7.133333333333333,0.0,0.0,3424.7907442708006,78.37934226733918,7.191255242126158,582320,1,Low
13.4,29.2,42.0,7.0,0.0,0.0,2216.9069476771488,21.628161774866392,150.20906100457202,582320,1,Low
38.8,95.7,136.2,22.7,0.0,0.0,3207.8878004820617,0.7342444511776841,57.04364912927619,582320,1,Medium
33.8,93.7,124.0,20.666666666666668,0.0,0.0,3371.037466582873,13.06524809524084,4.837374803920836,582320,1,Medium
10.63,75.51,99.32,16.55333333333333,0.0,0.0,13696.786965274774,2735.9206207223574,669.5968781221666,2241624,0,Low
54.0,137.8,203.0,33.833333333333336,0.0,0.0,2559.417040909455,44.41229373054552,90.19584544378618,582320,0,High
34.4,78.7,113.8,18.966666666666665,0.0,0.0,2964.499240147351,46.19701659928032,267.8255548282247,582320,0,Low
21.6,59.9,82.3,13.716666666666669,0.0,0.0,2826.0269450053734,7.284631871796053,169.94814545680768,582320,1,Low
61.58,115.13,164.92,27.486666666666665,0.0,0.0,4580.147910200776,3.3481809178270985,394.8913085327757,887978,0,Low
7.0,15.1,24.1,4.016666666666667,0.0,0.0,2761.7998392600643,88.23576117859773,190.65475564839835,582320,0,Low
4.6,11.4,17.8,2.966666666666667,0.0,0.0,3263.029666223781,9.3345496285037,176.87211028471674,582320,0,Low
77.46,189.89,262.06,43.67666666666667,0.0,0.0,13987.077005246514,5837.594179377884,373.7494646727777,2241624,0,High
53.8,130.1,185.5,30.916666666666668,0.0,0.0,3588.121416110268,12.627521525682528,321.9628660342111,142004,0,High
10.7,23.7,35.0,5.833333333333333,0.0,0.0,2911.921706904597,57.02556157810366,156.47717018948126,582320,1,Low
14.12,78.34,177.96,29.66,0.0,0.0,4033.9042109972215,30.25316152011961,0.1547342727600282,2241624,1,Low
87.71,182.14,224.28,37.38,0.0,0.0,7268.625291456959,75.17104717507291,315.76326311819884,887978,0,Medium
69.6,134.79,174.85,29.141666666666666,0.0,0.0,9149.345881449566,289.890178638892,17.65035969435215,887978,1,High
53.04,128.84,188.28,31.38,0.0,0.0,11654.37490478561,1132.5949422106032,194.73750777586145,1709346,1,Medium
55.8,119.7,160.3,26.71666666666667,0.0,0.0,2599.779325381104,10.228298428822628,143.8576427418492,582320,0,Medium
34.3,89.7,126.3,21.05,0.0,0.0,2982.4749798165826,16.58684122624828,369.116247429611,142004,0,Medium
9.3,20.0,29.8,4.966666666666667,0.0,0.0,2923.2751705595592,5.101670971471389,29.98275934504726,582320,1,Low
17.7,39.2,54.1,9.016666666666667,0.0,0.0,2583.4474350523446,32.57138012597288,138.21746875579447,582320,0,Low
7.7,21.4,30.5,5.083333333333333,0.0,0.0,2336.5985219766408,9.66905140023753,38.25423784984585,582320,0,Low
23.3,51.7,71.7,11.95,0.0,0.0,2553.8230064938075,22.338105389711654,83.46945216076988,582320,0,Low
15.7,35.5,46.5,7.75,0.0,0.0,2915.0215733937,2.8955987109470698,5.162009767051657,582320,0,Low
41.2,86.8,127.2,21.2,0.0,0.0,2960.7939766189124,3.3792763682434424,27.74186550541507,582320,1,Low
48.4,103.07,151.77,25.295,0.0,0.0,10366.79599592724,2265.492783199291,357.39711511120254,2241624,1,Low
61.4,134.1,191.9,31.98333333333333,0.0,0.0,2589.9036732736868,11.25924865183366,137.16640786131953,582320,0,High
36.0,83.5,115.6,19.266666666666666,0.0,0.0,2959.601946545793,8.833400707948941,166.5596596627648,582320,0,Low
35.1,87.9,128.0,21.33333333333333,0.0,0.0,2746.9115405552743,4.000282560297009,111.87792354227618,582320,1,Medium
1.9,5.3,7.8,1.3,0.0,0.0,2201.9182207182635,36.9792064830087,106.4966602814546,582320,0,Low
78.89,158.32,223.02,37.17,0.0,0.0,11815.8929461662,1221.8631600593576,2103.1581039619464,2241624,0,Medium
10.4,26.5,36.8,6.133333333333333,0.0,0.0,3515.7650320006587,51.23319374730171,106.75721639065502,582320,0,Low
13.2,29.7,40.6,6.766666666666667,0.0,0.0,3378.7494040746155,12.163782858838228,126.35104263056463,582320,1,Low
13.8,30.4,42.2,7.033333333333334,0.0,0.0,3081.72971843742,43.981338142996506,65.85557935601173,582320,1,Low
8.1,18.6,27.0,4.5,0.0,0.0,2162.2788767052025,1.3239302542822442,156.37600658952644,582320,1,Low
30.9,81.1,119.9,19.98333333333333,0.0,0.0,3126.2280212546493,28.34583278562562,31.27534434044326,582320,1,Medium
29.0,70.9,103.9,17.316666666666666,0.0,0.0,3137.72271284356,35.493769046202594,201.8322828772055,582320,0,Low
45.8,101.4,139.0,23.166666666666668,0.0,0.0,2714.735892312387,26.69646566703863,235.3656007943144,582320,0,High
65.5,137.2,187.3,31.21666666666667,0.0,0.0,3409.858598929869,2.768252348434997,78.27944910490943,1709346,1,High
63.1,129.5,171.4,28.566666666666663,0.0,0.0,2920.1843194595745,0.6383570230708197,5.626958476042382,582320,1,High
41.7,98.1,136.4,22.73333333333333,0.0,0.0,3156.7083326306943,13.372339930409217,55.97213569414913,142004,0,Medium
21.6,47.6,75.2,12.533333333333331,0.0,0.0,3301.726371666872,14.436843302297977,12.272432930918884,582320,1,Low
44.0,97.6,155.9,25.98333333333333,0.0,0.0,3192.8585331475406,3.9458024862003023,170.5009703034337,582320,1,Medium
15.7,41.1,53.9,8.983333333333333,0.0,0.0,3593.8479435795493,2.6546092242573054,89.45806331190926,1709346,0,Low
5.0,11.4,14.9,2.4833333333333334,0.0,0.0,2980.086277437091,3.623375615067165,5.0136805155992334,582320,1,Low
23.2,63.3,87.2,14.533333333333331,0.0,0.0,3023.9089911550764,59.30253974993591,174.73219754700955,582320,0,Low
19.6,52.5,79.6,13.266666666666666,0.0,0.0,2711.246463484986,93.75525317489844,200.77287208975017,582320,0,Low
60.6,127.4,203.4,33.9,0.0,0.0,3416.7691167250064,26.64866286862248,52.24894945042938,582320,0,High
7.3,14.6,20.4,3.4,0.0,0.0,2798.392543196055,15.686331229500023,111.02861410874416,582320,1,Low
2.3,6.4,8.9,1.4833333333333334,0.0,0.0,2814.332569684667,6.878398687715233,9.267917974105387,582320,1,Low
77.12,166.38,203.2,33.86666666666667,0.0,0.0,14347.131735669458,3102.7084814273685,88.02336862013273,2241624,1,Medium
31.2,73.5,99.2,16.533333333333335,0.0,0.0,2921.810075854476,3.018938876096558,1.3700709760670584,582320,1,Low
72.0,114.62,207.57,34.595,0.0,0.0,12053.544012232844,1135.8904517697858,64.43423727141084,1709346,0,High
22.5,63.5,91.4,15.233333333333334,0.0,0.0,3351.749978916164,24.053614467294903,3.965946315037875,582320,0,High
41.1,84.8,133.3,22.21666666666667,0.0,0.0,2320.9051531369205,11.875176475014236,39.077509368130336,582320,1,Medium
39.6,98.3,156.1,26.016666666666666,0.0,0.0,2687.794317853333,42.24644934414577,204.7027765556461,582320,1,Medium
38.9,110.3,166.0,27.666666666666668,0.0,0.0,2533.332675266435,7.205843380106547,146.65780989281245,582320,1,Medium
17.4,42.4,62.5,10.416666666666666,0.0,0.0,2491.6629653384634,12.613777988499209,7.487240107205704,582320,1,Low
49.86,62.88,135.66,22.61,0.0,0.0,6254.892815931052,660.8684456883575,398.7943297383418,887978,1,Low
16.4,36.7,48.1,8.016666666666667,0.0,0.0,3157.572002001661,0.6600714528406844,104.46260131479826,582320,1,Low
59.78,122.1,193.67,32.27833333333333,0.0,0.0,6503.07073248695,14.292939991645982,95.33517427207715,2241624,0,Low
14.64,55.0,120.9,20.15,0.0,0.0,3772.784308079348,47.04898165966798,131.9093775795201,142004,0,High
7.8,21.0,28.4,4.733333333333333,0.0,0.0,2699.8987355768986,47.94490207527159,59.50607565348831,582320,1,Low
5.9,16.1,23.9,3.983333333333333,0.0,0.0,2324.276138695573,2.869822553547242,4.5071416311078085,582320,1,Low
11.6,23.9,31.2,5.2,0.0,0.0,2350.8932850862066,49.12160198565668,31.78037471088239,582320,1,Low
21.27,51.0,71.76,11.96,0.0,0.0,2942.7851796997866,15.08100657995392,587.7293855079785,2241624,1,Medium
26.89,84.59,111.81,18.635,0.0,0.0,6406.23136999384,295.26782243636046,44.86717503295539,2241624,0,Medium
21.1,47.2,73.1,12.183333333333332,0.0,0.0,3325.100494704242,2.294019941302785,37.222657146710944,582320,1,Low
29.76,65.87,89.34,14.89,0.0,0.0,10075.036325927143,5.181972872349865,38.86556727022517,1709346,0,Low
46.7,110.6,155.2,25.866666666666664,0.0,0.0,2484.77736464254,12.357487054458453,251.4944453040262,582320,1,High
17.6,40.4,61.4,10.233333333333333,0.0,0.0,3299.234927024361,21.15279406982268,14.641317557972084,142004,1,Low
20.4,42.5,63.9,10.65,0.0,0.0,2823.377335329544,9.331449208807992,150.96028987413965,582320,0,Low
7.1,19.1,28.1,4.683333333333334,0.0,0.0,2818.810116675114,19.507059275864428,70.89289875218654,582320,0,Low
59.26,79.15,127.13,21.188333333333333,0.0,0.0,3172.7018209757275,20.253702860530336,232.0585180809586,3656539,0,Low
68.7,157.29,241.11,40.185,0.0,0.0,3670.174540766453,155.86111523048564,11.558066473100164,887978,0,High
5.7,14.7,22.4,3.733333333333333,0.0,0.0,2334.342404930177,57.55478803622753,50.40072825875284,582320,1,Low
12.4,28.1,39.0,6.5,0.0,0.0,2316.069852499875,0.9521092057048552,77.19017626094708,582320,0,Low
7.2,16.9,25.0,4.166666666666667,0.0,0.0,2385.5736846480613,15.32636596464189,5.44558783479581,582320,0,Low
40.6,85.1,135.3,22.55,0.0,0.0,3205.2910623437683,28.40828823174864,172.50778622300552,142004,0,Medium
4.6,9.7,14.9,2.4833333333333334,0.0,0.0,2790.364956802349,6.105236834721002,114.35224471777894,582320,1,Low
32.0,83.8,113.0,18.83333333333333,0.0,0.0,2770.466517395634,15.415420954642109,229.1288579793724,582320,1,Medium
93.42,116.97,216.35,36.05833333333333,0.0,0.0,7803.473416625888,519.4735846797998,267.38455457209454,887978,0,High
51.3,134.8,209.4,34.9,0.0,0.0,2460.793245181728,8.924162698730747,44.36364808604015,582320,0,High
4.6,12.7,19.1,3.1833333333333336,0.0,0.0,1920.426911956304,59.642517061579774,347.3268577183525,582320,0,Low
45.8,107.1,148.2,24.7,0.0,0.0,3047.9309091076207,31.871654087168512,102.6468925176149,582320,1,Medium
72.0,136.14,210.26,35.04333333333333,0.0,0.0,5776.594293588163,1.6362469475424093,69.4192562247705,2731929,0,Medium
52.8,127.6,190.4,31.73333333333333,0.0,0.0,2934.63129921286,19.668261700302704,127.5310414427937,582320,0,High
13.1,36.2,51.4,8.566666666666666,0.0,0.0,2694.408205757009,22.700690688989905,56.29080534259432,582320,0,Low
6.7,16.3,24.6,4.1000000000000005,0.0,0.0,3234.5992955822685,29.64253580210521,49.13294661862189,582320,1,Low
41.66,107.01,165.58,27.596666666666668,0.0,0.0,15817.150390045514,6614.353371705137,1004.2873247555736,2241624,1,High
79.37,149.93,225.64,37.60666666666666,0.0,0.0,5329.08584385095,9.073541909603174,39.23733729577094,1709346,0,High
96.51,104.57,147.41,24.56833333333333,0.0,0.0,3514.4558073555613,26.69108809483466,126.56100106332474,1709346,1,Medium
8.01,20.51,24.76,4.126666666666667,0.0,0.0,4172.041687997569,186.0551642037149,1142.716301283556,142004,1,Medium
5.3,13.6,21.0,3.5,0.0,0.0,2678.621845171768,9.37289653996804,195.7556916953331,582320,0,Low
27.6,67.2,94.6,15.766666666666666,0.0,0.0,3605.6513097394622,4.755177245983664,26.867534056844143,582320,1,Low
38.07,80.61,128.16,21.36,0.0,0.0,1502.8683286501378,33.13740996009416,715.9158266915091,2241624,1,Medium
7.8,18.9,28.2,4.7,0.0,0.0,2855.271934590708,126.80825396016436,216.61947858910173,582320,1,Low
17.89,59.28,121.57,20.261666666666667,0.0,0.0,7922.546998014923,19.74905991592642,69.80420340608299,887978,0,Low
46.01,97.78,141.34,23.55666666666667,0.0,0.0,1906.389622605039,12.360092185205312,256.2697047255082,142004,0,High
6.1,13.9,18.5,3.083333333333333,0.0,0.0,3118.541610385692,0.9680802085490436,0.7877801263329423,582320,0,Low
14.7,30.3,46.2,7.7,0.0,0.0,2775.733023680607,29.32082067508384,219.81838470626272,582320,0,Low
9.2,18.7,26.2,4.366666666666666,0.0,0.0,2769.527528984516,11.014692717723,9.236103999350668,582320,1,Low
21.1,47.9,75.8,12.633333333333333,0.0,0.0,3178.1866316697688,11.17735807276474,75.35269526849048,582320,1,Low
32.01,63.2,96.61,16.101666666666667,0.0,0.0,9854.33574496406,243.67458667041896,145.87866513697807,1709346,1,Medium
20.7,53.1,79.4,13.233333333333334,0.0,0.0,2390.1751290774605,6.92396346561097,24.24864652242933,582320,0,Low
37.7,96.4,147.6,24.6,0.0,0.0,3253.581293618972,27.67226194924866,23.55081647483424,582320,0,Medium
96.71,237.2,312.4,52.06666666666666,0.0,0.0,6779.335920902004,7.236756669197344,1.3678429266859224,2731929,1,High
72.94,129.07,199.43,33.23833333333334,0.0,0.0,853.3689070969573,3.69681422479634,176.70737332911406,887978,1,Low
38.0,87.3,123.7,20.616666666666667,0.0,0.0,3008.76740112263,8.107256771210576,107.0711467108192,582320,1,Medium
15.1,42.1,58.8,9.8,0.0,0.0,3312.27127631199,0.5771488431931605,10.915403473332182,582320,0,Low
17.5,42.9,65.4,10.9,0.0,0.0,3249.26496943698,9.9345459031704,54.589399064122446,582320,0,Low
15.1,34.5,51.1,8.516666666666667,0.0,0.0,3134.2280348016216,8.873695133599291,83.30553475883276,582320,1,Low
63.8,128.7,168.4,28.066666666666663,0.0,0.0,2443.1989245212853,15.928968574795448,14.100357862917964,582320,0,High
29.8,80.6,120.3,20.05,0.0,0.0,1844.2388576531907,12.10377134104096,64.32296791793885,2543243,1,High
40.7,113.7,175.6,29.266666666666666,0.0,0.0,2614.3112896779394,36.94383530244931,131.20198558465674,582320,1,High
35.7,93.0,133.2,22.2,0.0,0.0,2659.666579267732,8.364300300041268,220.3854998841261,582320,1,Medium
34.1,74.1,116.3,19.383333333333333,0.0,0.0,7944.444982761411,99.42722800635453,254.58097435605936,2731929,1,High
66.9,171.66,261.26,43.54333333333333,0.0,0.0,4288.188021552,70.14364327116013,27.55537606802336,887978,1,High
14.4,32.6,43.6,7.266666666666667,0.0,0.0,2584.873177474068,1.8933170061884208,109.71178611317252,582320,0,Low
5.7,11.6,16.3,2.716666666666667,0.0,0.0,2723.34975000634,12.489471503360072,205.9946253075567,582320,0,Low
46.25,84.92,104.7,17.45,0.0,0.0,6492.591336245037,4.889939326142044,109.46326428297824,1709346,0,Medium
33.9,72.4,99.4,16.566666666666666,0.0,0.0,3277.022433238147,34.76725404184673,94.80663167794329,142004,0,Low
27.9,56.8,79.6,13.266666666666666,0.0,0.0,3564.0138065974784,12.456842928757606,16.647629439941298,582320,1,Low
37.2,80.7,107.1,17.849999999999998,0.0,0.0,2432.2833407608086,1.9615244659203663,106.01724491368836,582320,0,Medium
8.4,22.9,32.2,5.366666666666667,0.0,0.0,3237.8344690034764,0.337054908026122,1.5266739761526722,142004,0,Low
53.38,121.27,214.31,35.718333333333334,0.0,0.0,1877.3693679332123,12.72951811380957,413.9950663114269,142004,0,Low
31.5,73.1,110.2,18.366666666666667,0.0,0.0,2307.8276417562447,15.57853829903862,28.09278529733034,582320,1,Medium
28.1,80.0,107.7,17.95,0.0,0.0,3029.238512194612,13.277111475493566,211.644180062698,582320,0,Low
43.9,88.5,129.9,21.65,0.0,0.0,3061.131837980265,1.3430313680392014,19.200003928535864,582320,1,Medium
95.79,221.33,297.17,49.528333333333336,0.0,0.0,2869.522556197126,16.628429869983673,191.8488780212191,142004,0,Medium
94.58,179.15,284.21,47.36833333333333,0.0,0.0,11110.369850088086,1102.896117736001,786.5405845355314,1709346,1,High
15.7,35.8,53.0,8.833333333333334,0.0,0.0,2755.416475323427,9.872535947574637,214.72533463059708,887978,1,Low
29.9,77.3,100.7,16.783333333333335,0.0,0.0,3358.2504828242973,4.735470982013789,0.2158000851475266,582320,1,Low
5.4,14.2,19.1,3.1833333333333336,0.0,0.0,2738.650343395168,0.0380203418125575,246.06414622342828,582320,1,Low
26.9,54.3,83.1,13.85,0.0,0.0,3559.559308963529,0.4625842156200929,61.32295815810821,142004,1,Low
46.02,120.33,201.76,33.626666666666665,0.0,0.0,1293.7456532398314,55.254964185199846,176.76291276454285,142004,0,Medium
31.2,64.5,100.8,16.8,0.0,0.0,3510.3071983931445,59.527694848648494,113.33753611132192,582320,0,Low
24.4,63.1,90.0,15.0,0.0,0.0,3072.748363922045,2.871351354317075,0.6888299988375232,582320,0,Low
25.2,55.8,82.3,13.716666666666669,0.0,0.0,2226.040414337163,122.9204975894789,412.6296354792833,2731929,0,Low
29.8,78.0,117.2,19.53333333333333,0.0,0.0,2621.46882093992,47.02324083253185,1.1129245641661851,582320,0,Medium
76.16,158.18,251.47,41.91166666666667,0.0,0.0,7784.794692422863,2.796805527102792,125.1820029712107,1709346,0,High
25.4,60.0,81.0,13.5,0.0,0.0,3220.515561032305,5.07156832678112,184.14971962684976,582320,1,Low
11.5,23.8,38.1,6.3500000000000005,0.0,0.0,2623.4728102290483,13.692376224971008,83.07507837752989,582320,0,Low
15.3,36.2,49.3,8.216666666666667,0.0,0.0,8293.727131715283,6.348357752310116,192.4500482075228,2731929,0,Low
14.3,31.1,48.1,8.016666666666667,0.0,0.0,2672.164382521167,14.361364047950628,185.39222089000205,2731929,1,Medium
12.9,34.4,53.1,8.85,0.0,0.0,3103.437602947746,17.394195444012926,57.69946007559847,582320,1,Low
38.7,82.0,114.5,19.08333333333333,0.0,0.0,2488.7482703085693,36.81398519343153,84.01428639135962,582320,1,Medium
15.8,35.4,50.3,8.383333333333333,0.0,0.0,2627.4965236008525,39.57238180079659,157.04159607398643,582320,1,Low
30.1,82.3,110.2,18.366666666666667,0.0,0.0,3047.762012843074,3.3834951788530683,20.957988942460727,582320,1,Medium
20.2,51.6,82.5,13.75,0.0,0.0,2280.604461578518,26.43661546785473,138.3302751016227,582320,1,Low
19.5,46.0,68.3,11.383333333333333,0.0,0.0,5984.354876310571,1.149028582384477,81.49202288862118,887978,0,Medium
5.6,11.8,18.6,3.1,0.0,0.0,2203.2590924142783,13.339394488125206,56.74352226392555,582320,1,Low
12.1,26.3,35.2,5.866666666666667,0.0,0.0,2621.77911680258,4.644631067275451,146.68504509762877,582320,0,Low
15.7,34.5,48.5,8.083333333333334,0.0,0.0,2862.2510138026546,10.342061372018716,176.86802927923512,582320,0,Low
50.7,116.3,157.8,26.3,0.0,0.0,2017.2800993362791,3.857217239408044,273.8953197286635,582320,1,Medium
86.62,188.08,266.84,44.47333333333333,0.0,0.0,4120.519776217567,4.679488775065277,6.522226903871511,142004,0,High
5.1,10.9,15.8,2.6333333333333333,0.0,0.0,2756.109566923355,1.7652885226644062,86.47627844207142,582320,0,Low
32.3,85.6,120.0,20.0,0.0,0.0,3144.101513447916,13.675803350385731,46.57352159505666,142004,1,Medium
24.16,30.26,65.9,10.983333333333334,0.0,0.0,9423.458128786897,20.78189879092011,598.1957202047812,887978,0,Low
90.54,234.47,363.03,60.505,0.0,0.0,2030.278390152375,1.895983448036565,135.00091327518555,2241624,1,High
50.8,114.5,155.1,25.85,0.0,0.0,2739.4553110863694,17.497405468711893,62.384482906221606,582320,1,High
48.21,110.04,168.22,28.036666666666665,0.0,0.0,1536.5781802474007,12.848827076206778,432.90141532989736,2241624,1,Low
36.7,87.0,131.5,21.916666666666668,0.0,0.0,2833.644088187001,8.597352280302136,85.14338924168986,582320,0,Medium
38.79,46.89,122.37,20.395,0.0,0.0,4186.617331020158,23.377547715189888,97.65541649800014,2241624,1,Low
3.9,9.9,14.5,2.4166666666666665,0.0,0.0,3057.8641320592697,11.662699615500994,30.11103124599269,582320,1,Low
82.87,128.41,178.49,29.74833333333333,0.0,0.0,2004.2691575425629,26.40013849837746,268.7916244957114,2241624,1,High
